VALUE,EVT_NAME,LFRDB,EVT_FUEL,EVT_Fuel_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
9512,Northern Rocky Mountain Lower Montane Riparian Shrubland,9012,2159,Tr Rocky Mountain Montane Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,73,171,186,0.286275,0.670588,0.729412
9513,Northwestern Great Plains Floodplain Shrubland,9014,2162,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
9514,Northwestern Great Plains Floodplain Herbaceous,9014,2162,Tr Western Great Plains Floodplain Systems,Herb,Riparian,635,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6,53,122,0.023529,0.207843,0.478431
9515,Northwestern Great Plains Riparian Shrubland,9015,2162,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
9516,Northwestern Great Plains Riparian Herbaceous,9015,2162,Tr Western Great Plains Floodplain Systems,Herb,Riparian,669,Western Herbaceous Wetland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6,53,122,0.023529,0.207843,0.478431
9519,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,9019,2159,Tr Rocky Mountain Montane Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SAF 235: Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,73,171,186,0.286275,0.670588,0.729412
9526,Western Great Plains Floodplain Shrubland,9026,2162,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
9527,Western Great Plains Floodplain Herbaceous,9026,2162,Tr Western Great Plains Floodplain Systems,Herb,Riparian,635,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,6,53,122,0.023529,0.207843,0.478431
9528,Western Great Plains Riparian Shrubland,9028,2162,Tr Western Great Plains Floodplain Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
9529,Western Great Plains Riparian Herbaceous,9028,2162,Tr Western Great Plains Floodplain Systems,Herb,Riparian,669,Western Herbaceous Wetland,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,6,53,122,0.023529,0.207843,0.478431
9533,North American Warm Desert Riparian Herbaceous,9034,2155,Tr North American Warm Desert Riparian Systems,Herb,Riparian,669,Western Herbaceous Wetland,LF 56: Western Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,81,180,141,0.317647,0.705882,0.552941
9534,North American Warm Desert Riparian Shrubland,9034,2155,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
9535,North American Warm Desert Lower Montane Riparian Shrubland,9035,2155,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
9541,Atlantic Coastal Plain Blackwater Stream Floodplain Shrubland,9041,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
9542,Atlantic Coastal Plain Blackwater Stream Floodplain Herbaceous,9041,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627,1,0.45098
9559,Central Appalachian River Floodplain Shrubland,9059,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9560,Central Appalachian Stream and Riparian Shrubland,9060,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9561,Central Appalachian River Floodplain Herbaceous,9059,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,0,92,0,0,0.360784,0
9562,Central Appalachian Stream and Riparian Herbaceous,9060,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,0,92,0,0,0.360784,0
9568,Central Texas Coastal Prairie Riparian Shrubland,9068,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
9569,Central Texas Coastal Prairie River Floodplain Shrubland,9069,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
9570,Central Texas Coastal Prairie Riparian Herbaceous,9068,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627,1,0.45098
9571,Central Texas Coastal Prairie River Floodplain Herbaceous,9069,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627,1,0.45098
9582,East Gulf Coastal Plain Large River Floodplain Shrubland,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
9583,East Gulf Coastal Plain Large River Floodplain Herbaceous,9082,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627,1,0.45098
9585,East Gulf Coastal Plain Small Stream and River Floodplain Shrubland,9085,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,145,255,115,0.568627,1,0.45098
9586,East Gulf Coastal Plain Small Stream and River Floodplain Herbaceous,9085,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,145,255,115,0.568627,1,0.45098
9592,Edwards Plateau Floodplain Terrace Shrubland,9092,2529,Tr Edwards Plateau Floodplain Terrace,Shrub,Riparian,666,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,6,53,122,0.023529,0.207843,0.478431
9593,Edwards Plateau Floodplain Terrace Herbaceous,9092,2529,Tr Edwards Plateau Floodplain Terrace,Herb,Riparian,666,Eastern Floodplain Forests,LF 42: Great Plains Riparian,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,6,53,122,0.023529,0.207843,0.478431
9601,Great Lakes Dune Grassland,9101,2251,He Great Lakes Dune Grassland,Herb,Grassland,654,Atlantic Dunes and Grasslands,LF 57: Dunes and Maritime Grasslands,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,98,41,1,0.384314,0.160784
9604,Gulf Coast Chenier Plain Fresh and Oligohaline Tidal Marsh Shrubland,9104,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Shrub,Riparian,653,Atlantic Coastal Marsh,SRM 807: Gulf Coast Fresh Marsh,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,153,0,1,0.6,0
9605,Gulf Coast Chenier Plain Salt and Brackish Tidal Marsh Shrubland,9105,2490,Sh Gulf and Atlantic Coastal Plain Tidal Marsh Systems,Shrub,Riparian,653,Atlantic Coastal Marsh,SRM 806: Gulf Coast Salt Marsh,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,153,0,1,0.6,0
9611,Laurentian Acidic Rocky Outcrop Shrubland,9111,2559,Tr Laurentian Acidic Rocky Outcrop,Shrub,Shrubland,676,Jack Pine Forest,SAF 15: Red Pine,Shrub-dominated,Shrubland,Evergreen shrubland,174,245,224,0.682353,0.960784,0.878431
9616,Laurentian-Acadian Calcareous Rocky Outcrop Shrubland,9116,2543,Tr Laurentian-Acadian Calcareous Rocky Outcrop,Shrub,Shrubland,670,Glades and Barrens,SAF 37: Northern White-Cedar,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,216,216,191,0.847059,0.847059,0.74902
9617,Laurentian-Acadian Floodplain Shrubland,9117,2475,Tr Laurentian-Acadian Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 39: Black Ash-American Elm-Red Maple,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,50,137,168,0.196078,0.537255,0.658824
9620,Laurentian-Acadian Shrub Swamp,9120,2494,Sh Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Shrub,Riparian,675,Inland Marshes and Prairies,LF 44: Laurentian-Acadian Herbaceous Wetland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,255,92,38,1,0.360784,0.14902
9629,Mediterranean California Foothill and Lower Montane Riparian Shrubland,9129,2152,Tr California Montane Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
9633,Mediterranean California Serpentine Foothill and Lower Montane Riparian Shrubland and Seep,9133,2152,Tr California Montane Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
9639,Mississippi River High Floodplain (Bottomland) Shrubland,9139,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,100,204,206,0.392157,0.8,0.807843
9640,Mississippi River Low Floodplain (Bottomland) Shrubland,9140,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,120,200,120,0.470588,0.784314,0.470588
9641,Mississippi River High Floodplain (Bottomland) Herbaceous,9139,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 91: Swamp Chestnut Oak-Cherrybark Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,100,204,206,0.392157,0.8,0.807843
9642,Mississippi River Low Floodplain (Bottomland) Herbaceous,9140,2473,Tr Gulf and Atlantic Coastal Plain Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 96: Overcup Oak-Water Hickory,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,120,200,120,0.470588,0.784314,0.470588
9652,North American Warm Desert Riparian Mesquite Bosque Shrubland,9152,2155,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
9654,North American Warm Desert Wash Shrubland,9154,2155,Tr North American Warm Desert Riparian Systems,Shrub,Riparian,635,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,81,180,141,0.317647,0.705882,0.552941
9667,North Pacific Hypermaritime Shrub Headland,9167,2234,Sh North Pacific Hypermaritime Shrub and Herbaceous Headland,Shrub,Shrubland,609,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,201,116,30,0.788235,0.454902,0.117647
9677,North-Central Interior and Appalachian Acidic Peatland Shrubland,9177,2479,Tr Central Interior and Appalachian Swamp Systems,Shrub,Riparian,694,Atlantic Swamp Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9679,North-Central Interior Floodplain Shrubland,9179,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9682,North-Central Interior Graminoid Alkaline Fen,9182,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,91,195,199,0.356863,0.764706,0.780392
9683,North-Central Interior Wet Meadow,9183,2493,Sh Central Interior and Appalachian Shrub-Herbaceous Wetland Systems,Herb,Riparian,675,Inland Marshes and Prairies,LF 45: Central Interior and Appalachian Herbaceous Wetland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,91,195,199,0.356863,0.764706,0.780392
9686,Northern Appalachian-Acadian Rocky Heath Outcrop Shrubland,9186,2558,Tr Northern Appalachian-Acadian Rocky Heath Outcrop,Shrub,Shrubland,651,Alpine-Subalpine Barrens,LF 55: Appalachian Grass and Shrub Balds,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,82,52,34,0.321569,0.203922,0.133333
9695,Northern Atlantic Coastal Plain Riparian and Floodplain Shrubland,9195,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9696,Northern Atlantic Coastal Plain Riparian and Floodplain Herbaceous,9195,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,0,92,0,0,0.360784,0
9707,Ozark-Ouachita Riparian Shrubland,9207,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9708,Ozark-Ouachita Riparian Herbaceous,9207,2472,Tr Central Interior and Appalachian Riparian Systems,Herb,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,0,92,0,0,0.360784,0
9722,South Florida Slough Gator Hole and Willow Head Woodland,9222,2474,Tr Gulf and Atlantic Coastal Plain Small Stream Riparian Systems,Tree,Riparian,668,Eastern Small Stream Riparian Forests,SAF 92: Sweetgum-Willow Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,145,255,115,0.568627,1,0.45098
9723,South-Central Interior Large Floodplain Shrubland,9223,2471,Tr Central Interior and Appalachian Floodplain Systems,Shrub,Riparian,666,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9724,South-Central Interior Small Stream and Riparian Shrubland,9224,2472,Tr Central Interior and Appalachian Riparian Systems,Shrub,Riparian,668,Eastern Small Stream Riparian Forests,SAF 61: River Birch-Sycamore,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,0,92,0,0,0.360784,0
9725,South-Central Interior Large Floodplain Herbaceous,9223,2471,Tr Central Interior and Appalachian Floodplain Systems,Herb,Riparian,666,Eastern Floodplain Forests,SAF 61: River Birch-Sycamore,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,0,92,0,0,0.360784,0
